utc_timestamp,DE_KN_residential1_dishwasher,DE_KN_residential1_freezer,DE_KN_residential1_heat_pump,DE_KN_residential1_washing_machine,total_consumption,consumption_states
2015-05-22T19:00:00Z,0.0,0.0,0.971,0.0,0.971,0.9706470588235294
2015-05-22T20:00:00Z,0.0,0.0,0.351,0.0,0.351,0.35066666666666674
2015-05-22T21:00:00Z,0.0,0.0,0.722,0.0,0.722,0.7224705882352941
2015-05-22T22:00:00Z,0.0,0.0,0.42,0.0,0.42,0.4204
2015-05-22T23:00:00Z,0.0,0.0,0.01,0.001,0.011,0.011000000000000565
2015-05-23T00:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-23T01:00:00Z,0.0,0.0,0.019,0.0,0.019,0.018999999999999906
2015-05-23T02:00:00Z,0.0,0.0,0.012,0.0,0.012,0.011999999999999678
2015-05-23T03:00:00Z,0.0,0.0,0.07,0.0,0.07,0.07045454545454544
2015-05-23T04:00:00Z,0.001,0.0,1.248,0.0,1.249,1.25
2015-05-23T05:00:00Z,0.0,0.0,0.821,0.0,0.821,0.8200769230769231
2015-05-23T06:00:00Z,0.0,0.0,0.021,0.0,0.021,0.020999999999999797
2015-05-23T07:00:00Z,0.0,0.0,0.43,0.0,0.43,0.4293157894736842
2015-05-23T08:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-05-23T09:00:00Z,0.0,0.0,0.01,0.593,0.603,0.60275
2015-05-23T10:00:00Z,0.0,0.0,0.01,0.213,0.223,0.22308333333333336
2015-05-23T11:00:00Z,0.0,0.0,0.02,0.327,0.347,0.3463529411764706
2015-05-23T12:00:00Z,0.0,0.0,0.009,0.082,0.091,0.0901764705882353
2015-05-23T13:00:00Z,0.0,0.0,0.012,0.003,0.015,0.015219512195121632
2015-05-23T14:00:00Z,0.0,0.0,0.238,0.003,0.241,0.24124324324324325
2015-05-23T15:00:00Z,0.0,0.0,0.401,0.0,0.401,0.4012857142857143
2015-05-23T16:00:00Z,0.0,0.0,0.349,0.0,0.349,0.34875
2015-05-23T17:00:00Z,0.0,0.0,0.41,0.0,0.41,0.4096666666666667
2015-05-23T18:00:00Z,0.0,0.0,0.661,0.0,0.661,0.66225
2015-05-23T19:00:00Z,0.0,0.0,0.429,0.0,0.429,0.4293157894736842
2015-05-23T20:00:00Z,0.0,0.0,0.25,0.0,0.25,0.24970588235294122
2015-05-23T21:00:00Z,0.0,0.0,0.262,0.0,0.262,0.26088
2015-05-23T22:00:00Z,0.0,0.0,0.25,0.001,0.251,0.2518125
2015-05-23T23:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-24T00:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-24T01:00:00Z,0.0,0.0,0.019,0.0,0.019,0.018999999999999906
2015-05-24T02:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-24T03:00:00Z,0.0,0.0,0.1,0.0,0.1,0.09988888888888892
2015-05-24T04:00:00Z,0.0,0.0,1.47,0.0,1.47,1.4686
2015-05-24T05:00:00Z,0.001,0.0,0.49,0.0,0.491,0.4912941176470588
2015-05-24T06:00:00Z,0.0,0.0,1.25,0.0,1.25,1.25
2015-05-24T07:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-24T08:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-24T09:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-05-24T10:00:00Z,0.65,0.0,0.01,0.0,0.66,0.6595
2015-05-24T11:00:00Z,0.003,0.0,0.022,0.0,0.0249999999999999,0.024299999999999877
2015-05-24T12:00:00Z,0.001,0.0,0.009,0.0,0.0099999999999999,0.009999999999997344
2015-05-24T13:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-24T14:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-24T15:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-24T16:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-05-24T17:00:00Z,0.0,0.0,0.241,0.001,0.242,0.24124324324324325
2015-05-24T18:00:00Z,0.0,0.0,0.25,0.0,0.25,0.24970588235294122
2015-05-24T19:00:00Z,0.0,0.0,0.24,0.0,0.24,0.24124324324324325
2015-05-24T20:00:00Z,0.0,0.0,0.301,0.0,0.301,0.30074999999999996
2015-05-24T21:00:00Z,0.0,0.0,0.25,0.0,0.25,0.24970588235294122
2015-05-24T22:00:00Z,0.0,0.0,0.25,0.0,0.25,0.24970588235294122
2015-05-24T23:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-05-25T00:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-25T01:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-25T02:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-05-25T03:00:00Z,0.0,0.0,0.045,0.0,0.045,0.04500000000000004
2015-05-25T04:00:00Z,0.0,0.0,1.006,0.0,1.006,1.007
2015-05-25T05:00:00Z,0.0,0.0,0.26,0.0,0.26,0.26088
2015-05-25T06:00:00Z,0.0,0.0,0.43,0.0,0.43,0.4293157894736842
2015-05-25T07:00:00Z,0.0,0.0,0.019,0.0,0.019,0.018999999999999906
2015-05-25T08:00:00Z,0.0,0.0,0.012,0.0,0.012,0.011999999999999678
2015-05-25T09:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-25T10:00:00Z,0.0,0.0,0.019,0.001,0.02,0.020000000000001128
2015-05-25T11:00:00Z,0.169,0.0,0.01,0.0,0.179,0.17931578947368432
2015-05-25T12:00:00Z,0.741,0.0,0.01,0.0,0.751,0.75125
2015-05-25T13:00:00Z,0.004,0.0,0.019,0.0,0.023,0.02300000000000002
2015-05-25T14:00:00Z,0.0,0.0,0.141,0.0,0.141,0.1398666666666667
2015-05-25T15:00:00Z,0.0,0.0,0.14,0.0,0.14,0.1398666666666667
2015-05-25T16:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-25T17:00:00Z,0.0,0.0,0.158,0.0,0.158,0.15726666666666667
2015-05-25T18:00:00Z,0.0,0.0,0.012,0.0,0.012,0.011999999999999678
2015-05-25T19:00:00Z,0.0,0.0,0.507,0.0,0.507,0.507
2015-05-25T20:00:00Z,0.0,0.0,0.012,0.0,0.012,0.011999999999999678
2015-05-25T21:00:00Z,0.0,0.0,0.331,0.0,0.331,0.33091428571428566
2015-05-25T22:00:00Z,0.0,0.0,0.3,0.0,0.3,0.30074999999999996
2015-05-25T23:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-26T00:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-26T01:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-05-26T02:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-26T03:00:00Z,0.0,0.0,0.066,0.0,0.066,0.06642105263157883
2015-05-26T04:00:00Z,0.0,0.0,0.706,0.0,0.706,0.7065
2015-05-26T05:00:00Z,0.0,0.0,0.609,0.001,0.61,0.6109473684210526
2015-05-26T06:00:00Z,0.0,0.0,0.291,0.565,0.8559999999999999,0.8562857142857143
2015-05-26T07:00:00Z,0.0,0.0,0.02,0.031,0.051,0.05100000000000027
2015-05-26T08:00:00Z,0.0,0.0,0.651,0.002,0.653,0.652888888888889
2015-05-26T09:00:00Z,0.0,0.0,0.208,0.002,0.21,0.21073076923076917
2015-05-26T10:00:00Z,0.001,0.0,0.01,0.003,0.0139999999999999,0.01399999999999979
2015-05-26T11:00:00Z,0.0,0.0,0.019,0.002,0.0209999999999999,0.020999999999999797
2015-05-26T12:00:00Z,0.0,0.0,0.16,0.002,0.162,0.16153333333333342
2015-05-26T13:00:00Z,0.0,0.0,0.01,0.002,0.012,0.011999999999999678
2015-05-26T14:00:00Z,0.0,0.0,0.131,0.001,0.132,0.13216666666666665
2015-05-26T15:00:00Z,0.0,0.0,0.01,0.002,0.012,0.011999999999999678
2015-05-26T16:00:00Z,0.0,0.0,0.179,0.001,0.18,0.17931578947368432
2015-05-26T17:00:00Z,0.0,0.0,0.18,0.002,0.182,0.18214285714285716
2015-05-26T18:00:00Z,0.0,0.0,0.641,0.002,0.643,0.643
2015-05-26T19:00:00Z,0.938,0.0,0.228,0.001,1.1669999999999998,1.1658823529411764
2015-05-26T20:00:00Z,0.002,0.0,0.508,0.0,0.51,0.5098750000000001
2015-05-26T21:00:00Z,0.0,0.0,0.84,0.0,0.84,0.8403571428571429
2015-05-26T22:00:00Z,0.0,0.0,0.269,0.0,0.269,0.2690000000000001
2015-05-26T23:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-27T00:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-27T01:00:00Z,0.0,0.0,0.011,0.0,0.011,0.011000000000000565
2015-05-27T02:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-27T03:00:00Z,0.0,0.0,0.347,0.001,0.348,0.34875
2015-05-27T04:00:00Z,0.0,0.0,1.645,0.0,1.645,1.644375
2015-05-27T05:00:00Z,0.0,0.0,2.078,0.0,2.078,2.0795
2015-05-27T06:00:00Z,0.0,0.0,0.34,0.0,0.34,0.33951851851851855
2015-05-27T07:00:00Z,0.0,0.0,0.01,0.001,0.011,0.011000000000000565
2015-05-27T08:00:00Z,0.0,0.0,0.59,0.001,0.591,0.5920714285714286
2015-05-27T09:00:00Z,0.0,0.0,0.279,0.002,0.281,0.2804814814814815
2015-05-27T10:00:00Z,0.0,0.0,0.01,0.073,0.0829999999999999,0.0838333333333331
2015-05-27T11:00:00Z,0.0,0.0,0.021,0.327,0.348,0.34875
2015-05-27T12:00:00Z,0.0,0.0,0.01,0.083,0.093,0.09318181818181814
2015-05-27T13:00:00Z,0.0,0.0,0.299,0.003,0.302,0.30074999999999996
2015-05-27T14:00:00Z,0.0,0.0,0.01,0.002,0.012,0.011999999999999678
2015-05-27T15:00:00Z,0.001,0.0,0.011,0.001,0.013,0.013000000000000123
2015-05-27T16:00:00Z,0.0,0.0,0.459,0.0,0.459,0.45899999999999996
2015-05-27T17:00:00Z,0.0,0.0,0.391,0.0,0.391,0.39142105263157895
2015-05-27T18:00:00Z,0.0,0.0,0.75,0.0,0.75,0.7494782608695653
2015-05-27T19:00:00Z,0.0,0.0,0.57,0.0,0.57,0.5709090909090909
2015-05-27T20:00:00Z,0.0,0.0,0.829,0.0,0.829,0.8286666666666667
2015-05-27T21:00:00Z,0.0,0.0,0.55,0.0,0.55,0.551
2015-05-27T22:00:00Z,0.0,0.0,0.621,0.0,0.621,0.6203571428571428
2015-05-27T23:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-28T00:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-28T01:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-05-28T02:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-28T03:00:00Z,0.0,0.0,0.461,0.0,0.461,0.4613846153846153
2015-05-28T04:00:00Z,0.0,0.0,1.65,0.0,1.65,1.6497000000000002
2015-05-28T05:00:00Z,0.0,0.0,0.959,0.0,0.959,0.9593636363636363
2015-05-28T06:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-28T07:00:00Z,0.0,0.0,0.015,0.0,0.015,0.015219512195121632
2015-05-28T08:00:00Z,0.0,0.0,0.215,0.0,0.215,0.21395000000000003
2015-05-28T09:00:00Z,0.001,0.0,0.02,0.001,0.022,0.02199999999999991
2015-05-28T10:00:00Z,0.649,0.0,0.01,0.0,0.659,0.6595
2015-05-28T11:00:00Z,0.004,0.0,0.011,0.0,0.015,0.015219512195121632
2015-05-28T12:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-28T13:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-28T14:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-05-28T15:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-28T16:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-28T17:00:00Z,0.0,0.0,0.021,0.0,0.021,0.020999999999999797
2015-05-28T18:00:00Z,0.0,0.0,0.36,0.0,0.36,0.3594583333333333
2015-05-28T19:00:00Z,0.0,0.0,0.349,0.0,0.349,0.34875
2015-05-28T20:00:00Z,0.0,0.0,0.36,0.0,0.36,0.3594583333333333
2015-05-28T21:00:00Z,0.0,0.0,0.381,0.0,0.381,0.381
2015-05-28T22:00:00Z,0.0,0.0,0.32,0.0,0.32,0.32044999999999996
2015-05-28T23:00:00Z,0.001,0.0,0.019,0.0,0.02,0.020000000000001128
2015-05-29T00:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-29T01:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-29T02:00:00Z,0.0,0.0,0.021,0.0,0.021,0.020999999999999797
2015-05-29T03:00:00Z,0.0,0.0,0.129,0.001,0.13,0.13015
2015-05-29T04:00:00Z,0.0,0.0,0.971,0.0,0.971,0.9706470588235294
2015-05-29T05:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-29T06:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-05-29T07:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-29T08:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-29T09:00:00Z,0.0,0.0,0.011,0.0,0.011,0.011000000000000565
2015-05-29T10:00:00Z,0.0,0.0,0.01,0.073,0.0829999999999999,0.0838333333333331
2015-05-29T11:00:00Z,0.0,0.0,0.01,0.327,0.337,0.3370416666666667
2015-05-29T12:00:00Z,0.0,0.0,0.019,0.082,0.101,0.10190909090909084
2015-05-29T13:00:00Z,0.0,0.0,0.01,0.003,0.013,0.013000000000000123
2015-05-29T14:00:00Z,0.0,0.0,0.01,0.002,0.012,0.011999999999999678
2015-05-29T15:00:00Z,0.0,0.0,0.016,0.001,0.017,0.017303370786516892
2015-05-29T16:00:00Z,0.0,0.0,0.015,0.0,0.015,0.015219512195121632
2015-05-29T17:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-29T18:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-29T19:00:00Z,0.0,0.0,0.359,0.0,0.359,0.3594583333333333
2015-05-29T20:00:00Z,0.0,0.0,0.32,0.0,0.32,0.32044999999999996
2015-05-29T21:00:00Z,0.0,0.0,0.33,0.0,0.33,0.33091428571428566
2015-05-29T22:00:00Z,0.0,0.0,0.311,0.0,0.311,0.31141176470588233
2015-05-29T23:00:00Z,0.0,0.0,0.01,0.001,0.011,0.011000000000000565
2015-05-30T00:00:00Z,0.0,0.0,0.019,0.0,0.019,0.018999999999999906
2015-05-30T01:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-30T02:00:00Z,0.001,0.0,0.015,0.0,0.016,0.015219512195121632
2015-05-30T03:00:00Z,0.0,0.0,0.071,0.0,0.071,0.07045454545454544
2015-05-30T04:00:00Z,0.0,0.0,0.734,0.0,0.734,0.7345333333333334
2015-05-30T05:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-30T06:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-05-30T07:00:00Z,0.0,0.0,0.011,0.0,0.011,0.011000000000000565
2015-05-30T08:00:00Z,0.0,0.0,0.015,0.0,0.015,0.015219512195121632
2015-05-30T09:00:00Z,0.0,0.0,0.015,0.0,0.015,0.015219512195121632
2015-05-30T10:00:00Z,0.65,0.0,0.009,0.0,0.659,0.6595
2015-05-30T11:00:00Z,0.004,0.0,0.01,0.0,0.014,0.01399999999999979
2015-05-30T12:00:00Z,0.0,0.0,0.015,0.0,0.015,0.015219512195121632
2015-05-30T13:00:00Z,0.0,0.0,0.015,0.0,0.015,0.015219512195121632
2015-05-30T14:00:00Z,0.0,0.0,0.011,0.0,0.011,0.011000000000000565
2015-05-30T15:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-30T16:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-30T17:00:00Z,0.0,0.0,0.019,0.0,0.019,0.018999999999999906
2015-05-30T18:00:00Z,0.0,0.0,0.631,0.0,0.631,0.6301875
2015-05-30T19:00:00Z,0.0,0.0,0.36,0.001,0.361,0.3613793103448276
2015-05-30T20:00:00Z,0.0,0.0,0.369,0.0,0.369,0.3700333333333333
2015-05-30T21:00:00Z,0.0,0.0,0.34,0.0,0.34,0.33951851851851855
2015-05-30T22:00:00Z,0.0,0.0,0.361,0.0,0.361,0.3613793103448276
2015-05-30T23:00:00Z,0.0,0.0,0.019,0.0,0.019,0.018999999999999906
2015-05-31T00:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-31T01:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-31T02:00:00Z,0.0,0.0,0.021,0.0,0.021,0.020999999999999797
2015-05-31T03:00:00Z,0.0,0.0,0.075,0.0,0.075,0.07447368421052636
2015-05-31T04:00:00Z,0.0,0.0,1.045,0.0,1.045,1.0449473684210524
2015-05-31T05:00:00Z,0.0,0.0,0.349,0.0,0.349,0.34875
2015-05-31T06:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-31T07:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-31T08:00:00Z,0.0,0.0,0.021,0.0,0.021,0.020999999999999797
2015-05-31T09:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-31T10:00:00Z,0.0,0.0,0.01,0.073,0.0829999999999999,0.0838333333333331
2015-05-31T11:00:00Z,0.0,0.0,0.019,0.327,0.346,0.3463529411764706
2015-05-31T12:00:00Z,0.001,0.0,0.01,0.083,0.094,0.09318181818181814
2015-05-31T13:00:00Z,0.0,0.0,0.01,0.003,0.013,0.013000000000000123
2015-05-31T14:00:00Z,0.0,0.0,0.021,0.002,0.023,0.02300000000000002
2015-05-31T15:00:00Z,0.0,0.0,0.01,0.001,0.011,0.011000000000000565
2015-05-31T16:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-05-31T17:00:00Z,0.0,0.0,0.019,0.0,0.019,0.018999999999999906
2015-05-31T18:00:00Z,0.0,0.0,0.28,0.0,0.28,0.2804814814814815
2015-05-31T19:00:00Z,0.0,0.0,0.011,0.0,0.011,0.011000000000000565
2015-05-31T20:00:00Z,0.0,0.0,0.309,0.0,0.309,0.3087894736842105
2015-05-31T21:00:00Z,0.0,0.0,0.5,0.0,0.5,0.49968
2015-05-31T22:00:00Z,0.0,0.0,0.266,0.0,0.266,0.266
2015-05-31T23:00:00Z,0.0,0.0,0.015,0.0,0.015,0.015219512195121632
2015-06-01T00:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-01T01:00:00Z,0.0,0.0,0.019,0.0,0.019,0.018999999999999906
2015-06-01T02:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-01T03:00:00Z,0.0,0.0,0.09,0.0,0.09,0.0901764705882353
2015-06-01T04:00:00Z,0.0,0.0,0.67,0.0,0.67,0.6702608695652175
2015-06-01T05:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-01T06:00:00Z,0.0,0.0,0.021,0.0,0.021,0.020999999999999797
2015-06-01T07:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-01T08:00:00Z,0.0,0.0,0.015,0.0,0.015,0.015219512195121632
2015-06-01T09:00:00Z,0.001,0.0,0.014,0.001,0.016,0.015219512195121632
2015-06-01T10:00:00Z,0.649,0.0,0.01,0.0,0.659,0.6595
2015-06-01T11:00:00Z,0.004,0.0,0.01,0.0,0.014,0.01399999999999979
2015-06-01T12:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-01T13:00:00Z,0.0,0.0,0.021,0.0,0.021,0.020999999999999797
2015-06-01T14:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-01T15:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-01T16:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-06-01T17:00:00Z,0.0,0.0,0.131,0.0,0.131,0.13015
2015-06-01T18:00:00Z,0.0,0.0,0.134,0.0,0.134,0.13433333333333342
2015-06-01T19:00:00Z,0.0,0.0,0.015,0.0,0.015,0.015219512195121632
2015-06-01T20:00:00Z,0.001,0.0,0.181,0.0,0.182,0.18214285714285716
2015-06-01T21:00:00Z,0.0,0.0,0.42,0.0,0.42,0.4204
2015-06-01T22:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-01T23:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-06-02T00:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-06-02T01:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-02T02:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-06-02T03:00:00Z,0.0,0.0,0.13,0.0,0.13,0.13015
2015-06-02T04:00:00Z,0.0,0.0,0.581,0.0,0.581,0.5813125000000001
2015-06-02T05:00:00Z,0.0,0.0,0.019,0.001,0.02,0.020000000000001128
2015-06-02T06:00:00Z,0.0,0.0,0.231,0.0,0.231,0.23099999999999993
2015-06-02T07:00:00Z,0.0,0.0,0.014,0.0,0.014,0.01399999999999979
2015-06-02T08:00:00Z,0.0,0.0,0.015,0.0,0.015,0.015219512195121632
2015-06-02T09:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-02T10:00:00Z,0.0,0.0,0.011,0.073,0.0839999999999999,0.0838333333333331
2015-06-02T11:00:00Z,0.0,0.0,0.01,0.327,0.337,0.3370416666666667
2015-06-02T12:00:00Z,0.0,0.0,0.02,0.082,0.102,0.10190909090909084
2015-06-02T13:00:00Z,0.0,0.0,0.009,0.003,0.012,0.011999999999999678
2015-06-02T14:00:00Z,0.0,0.0,0.01,0.002,0.012,0.011999999999999678
2015-06-02T15:00:00Z,0.0,0.0,0.02,0.001,0.021,0.020999999999999797
2015-06-02T16:00:00Z,0.0,0.0,0.011,0.0,0.011,0.011000000000000565
2015-06-02T17:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-02T18:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-02T19:00:00Z,0.0,0.0,0.129,0.0,0.129,0.13015
2015-06-02T20:00:00Z,0.0,0.0,0.021,0.0,0.021,0.020999999999999797
2015-06-02T21:00:00Z,0.0,0.0,0.18,0.0,0.18,0.17931578947368432
2015-06-02T22:00:00Z,0.0,0.0,0.15,0.0,0.15,0.15112500000000006
2015-06-02T23:00:00Z,0.001,0.0,0.01,0.0,0.011,0.011000000000000565
2015-06-03T00:00:00Z,0.0,0.0,0.02,0.0,0.02,0.020000000000001128
2015-06-03T01:00:00Z,0.0,0.0,0.009,0.001,0.0099999999999999,0.009999999999997344
2015-06-03T02:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-03T03:00:00Z,0.0,0.0,0.09,0.0,0.09,0.0901764705882353
2015-06-03T04:00:00Z,0.0,0.0,0.281,0.0,0.281,0.2804814814814815
2015-06-03T05:00:00Z,0.0,0.0,0.105,0.0,0.105,0.10463636363636364
2015-06-03T06:00:00Z,0.0,0.0,0.014,0.0,0.014,0.01399999999999979
2015-06-03T07:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-03T08:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-03T09:00:00Z,0.001,0.0,0.279,0.0,0.28,0.2804814814814815
2015-06-03T10:00:00Z,0.649,0.0,0.01,0.0,0.659,0.6595
2015-06-03T11:00:00Z,0.004,0.0,0.022,0.0,0.026,0.027000000000000024
2015-06-03T12:00:00Z,0.0,0.0,0.009,0.0,0.009,0.008974789915965897
2015-06-03T13:00:00Z,0.0,0.0,0.299,0.0,0.299,0.29781818181818187
2015-06-03T14:00:00Z,0.0,0.0,0.01,0.0,0.01,0.009999999999997344
2015-06-03T15:00:00Z,0.0,0.0,0.012,0.0,0.012,0.011999999999999678
2015-06-03T16:00:00Z,0.0,0.0,0.459,0.0,0.459,0.45899999999999996
2015-06-03T17:00:00Z,0.0,0.0,0.39,0.0,0.39,0.38875
2015-06-03T18:00:00Z,0.0,0.0,0.75,0.0,0.75,0.7494782608695653
2015-06-03T19:00:00Z,0.0,0.0,0.571,0.0,0.571,0.5709090909090909
2015-06-03T20:00:00Z,0.0,0.0,0.829,0.0,0.829,0.8286666666666667
